Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
01-02-2019 09:48:39;facebook;https://www.facebook.com/abppensioenfonds/inbox/2087412974638857/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hello Paul,  Thank you for sharing your birth date. I have found your files. Your client numer is 300438230. :)  If you have more questions, please let me know!  Kind regards, Koen ;;neutraal;;;;;;;0
01-02-2019 09:34:52;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Roger,  Helemaal super! Dank je wel :) Ik heb het formulier doorgestuurd naar de afdeling. Mocht er iets ontbreken of niet kloppen (maar daar gaan we niet van uit :) ), dan stuur ik je direct een bericht.  Alvast een heel fijn weekend! Groet, Sanne ;;neutraal;;;;;;;0
01-02-2019 09:19:33;facebook;https://facebook.com/2087058948007593/?comment_id=2088120527901435;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hi Lieneke, ik ben benieuwd: wat zouden we meer voor onze deelnemers moeten doen? :) Groet, Iris ;;neutraal;;;;;;;10
01-02-2019 09:17:07;facebook;https://facebook.com/2087058948007593/?comment_id=2088118257901662;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Sandra, de Leraar van het Jaar verkiezing is voor leraren het basisonderwijs, voortgezet onderwijs, speciaal onderwijs en middelbaar beroepsonderwijs. Leraren konden genomineerd worden door collega s, schoolleiders, ondersteunend personeel, maar ook door leerlingen en ouders. Na een aantal juryrondes werden de winnaars bekendgemaakt op de NOT-beurs. De jury bestaat uit zowel een beroepsjury en een vakjury. De beroepsjury kijkt niet naar de beste leraren. Maar naar de leraren die de meeste passie uitdragen en inspireren. Het is een verkiezing voor én door leraren. Groet, Koen ;;neutraal;;;;;;;20
01-02-2019 09:15:38;facebook;https://facebook.com/2085428041504017/?comment_id=2088117134568441;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Gerard, dat is zeker leuk :) Net zo leuk als alle andere werkzaamheden die we daarnaast als webcare team doen . :) Groet, Sanne ;;positief;;;;;;;10
01-02-2019 09:15:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2083819661664855/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IlN0ZXBoYW4gQnJ1bW1lbGh1aXMiLCJ2YXIzIjoiMzUxNjIiLCJ2YXI0IjoiMTcwMzM0NDciLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xMDIxNTE2MTE4NjAwMTEyOCIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
01-02-2019 08:57:19;facebook;https://www.facebook.com/abppensioenfonds/inbox/2084013794978775/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ikxvbm5la2UgQ2xvbyIsInZhcjMiOiIzNTE2MiIsInZhcjQiOiIxNzAzNzY5MCIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzI5Mjc4Nzk4MjM5MDQ3MzciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
01-02-2019 02:51:18;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Roger, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
31-01-2019 22:58:51;facebook;https://www.facebook.com/abppensioenfonds/inbox/2087597964620358/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Angelique, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
31-01-2019 19:54:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/2087412974638857/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Paul, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
31-01-2019 16:52:54;linkedin;https://www.linkedin.com/company/2274220/;Pensioenfonds ABP;;Je zal het maar worden: leraar van het jaar! Afgelopen week namen vier docenten de prestigieuze prijs mee naar huis. ABP sprak twee van de winnaars. Er bestaat geen mooiere waardering voor je werk dan dat studenten jou aandragen voor zo’n verkiezing. Lees het hele interview hier:  ;;positief;;;;;;;0
31-01-2019 16:20:58;youtube;https://www.youtube.com/watch/?v=1rHERKNOHTQ;ABP Pensioenfonds voor overheid en onderwijs;;Vanaf 14 januari is het Selfservice Werkgevers Portaal uitgebreid om u meer inzicht te bieden in uw vorderingen en betalingen. https://www.youtube.com/watch?v=1rHERKNOHTQ ;;neutraal;;;;;;;0
31-01-2019 15:23:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077513438962144/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hcmlvIEJlZW4iLCJ2YXIzIjoiMzUxNjIiLCJ2YXI0IjoiMTY5NTg1NzUiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xMjkxOTU2ODEwOTQ1MDU3IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
31-01-2019 14:48:29;twitter;https://twitter.com/abppensioen/status/1090970072363999232/;abppensioen;;‘Inspireren en enthousiasmeren: daar doe ik het voor’ ABP sprak met twee Leraren van het Jaar : https://www.abp.nl/over-abp/actueel/nieuws/inspireren-en-enthousiasmeren-daar-doe-ik-het-voor.aspx https://t.co/mtOTY6Gkpt ;;neutraal;;;;;;;412
31-01-2019 14:44:01;facebook;https://facebook.com/439703479409823_2087058948007593/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Je zal het maar worden: leraar van het jaar! Afgelopen week namen vier docenten de prestigieuze prijs mee naar huis. ABP sprak twee van de winnaars. Er bestaat geen mooiere waardering voor je werk dan dat studenten jou aandragen voor zo’n verkiezing. Lees het hele interview hier: Filmsterren hebben het Gouden Kalf. Muzikanten hebben de Edisons. En leraren, die hebben de Leraar van het Jaar-verkiezing. Afgelopen weekend namen vier onderwijzers de prijs in ontvangst. ;;positief;;;;;;;181
31-01-2019 14:03:17;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077441695635985/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkVsaSBQZXN1bGltYSIsInZhcjMiOiIzNDQ1NSIsInZhcjQiOiIxNzAyNTYwNyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzEyMTE5OTE1MjU2MzIxNjAiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
31-01-2019 13:55:09;twitter;https://twitter.com/abppensioen/status/1090956652419956747/;abppensioen;;Direct message (lobolaika): Je hebt onlangs contact met ons gehad via Twitter. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6ImxvYm9sYWlrYSIsInZhcjMiOiIzNDQ1NyIsInZhcjQiOiIxNzAxMzQyMSIsInV2YXIxIjoiVHdpdHRlciIsInV2YXIyIjoiNTA0OTUiLCJ1dmFyMyI6IjEwODk4NjEyODkxMzkyMzI3NzMiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
31-01-2019 13:13:09;twitter;https://twitter.com/abppensioen/status/1090946081641455622/;abppensioen;;@DePcan De pensioenpremie is inderdaad gestegen. Je kunt alle premies van 2019 terugvinden op onze site: https://www.abp.nl/images/premietabel.pdf In ons nieuwsbericht staat ook info over de premiestijging: https://www.abp.nl/over-abp/actueel/nieuws/pensioenen-niet-verhoogd-premie-stijgt-in-2019.aspx ^Judith ;;neutraal;;;;;;;64
31-01-2019 13:07:30;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dat is goed, Cor.  Wil je mij laten weten of het gelukt is? Zo niet, dan kijken we verder! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
31-01-2019 13:06:13;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295786417249/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Ah, top! Dan zorg ik ervoor dat ze je zo snel mogelijk op dat adres mailen. :) Vriendelijke groet, Koen ;;neutraal;;;;;;;0
31-01-2019 13:01:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/2082976625082492/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkluZ2UgSGFnZW5zdGVpbiIsInZhcjMiOiIzNDQ1NyIsInZhcjQiOiIxNzAxNjI4NyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzIxMDExOTU1ODY2MzQ1OTUiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
31-01-2019 12:37:11;facebook;https://www.facebook.com/abppensioenfonds/inbox/2082827318430756/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkNsZW9wYXRyYSBQYXZsb3ZpYyBPXHUwMDI3YnJ5YW4iLCJ2YXIzIjoiMzQ0NTUiLCJ2YXI0IjoiMTcwMTIwMzUiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yNjk2MTI5NzYzNzMxMzAxIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
31-01-2019 12:00:23;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076053295774825/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Bram, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
31-01-2019 11:48:50;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Cor,  Het bedrag is overgemaakt op het ING nummer eindigend op de cijfers 736.  Heeft mevrouw Luluk geprobeerd het geld te pinnen? Het kan dat er een limiet zit op het bedrag dat zij per dag van de rekening kan halen.  Vriendelijke groet, Koen ;;neutraal;;;;;;;0
31-01-2019 11:43:24;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076053295774825/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Bram,  Dankjewel voor het sturen van het overzicht. Ik stuur deze door naar mijn collega. Tevens heb ik nog een keer gevraagd of je een schrijven ontvangt met de informatie dat er wel of geen opbouw over de reservistentijd plaats kan vinden.  Voor nu wens ik je een fijne dag en je hoort weer snel van mij. Groetjes, Judith ;;neutraal;;;;;;;0
31-01-2019 11:27:54;twitter;https://twitter.com/abppensioen/status/1090919597392449536/;abppensioen;;@dijkgraaf_jan Ai, dat is niet leuk, Jan. :( Mocht je later nog vragen hebben, dan horen we ze graag! ^Koen ;;negatief;;;;;;;22
31-01-2019 11:27:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295786417249/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Grapes, kun je voor ons bevestigen dat jouw mail-adres elsbert_mildred@yahoo.com is? De afdeling Diensttijdonderzoek wil je graag mailen. Groet, Koen ;;neutraal;;;;;;;0
31-01-2019 11:20:07;facebook;https://facebook.com/2085428041504017/?comment_id=2086829288030559;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Gerard Paus Gelukkig niet de hele dag, Gerard. Daar is het toch nét te koud voor. 🙈 Groet, Koen ;;neutraal;;;;;;;10
31-01-2019 11:15:24;facebook;https://facebook.com/2072729506107204/?comment_id=2086824401364381;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Emjé, dankjewel voor dit mooie bericht! #heelgraaggedaan Groet, Cindy ;;positief;;;;;;;10
31-01-2019 10:53:04;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295786417249/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Grapes, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
31-01-2019 10:35:13;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Cor, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
31-01-2019 10:12:44;facebook;https://www.facebook.com/abppensioenfonds/inbox/2073535719359916/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Emjé, Heel graag gedaan! Ik ben blij dat we je hebben kunnen helpen. 😄 Groet, Cindy ;;positief;;;;;;;0
31-01-2019 10:01:09;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan, Cor :) ;;neutraal;;;;;;;0
31-01-2019 08:46:59;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077463362300485/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkdrIFdvbGYiLCJ2YXIzIjoiMzQ0NTQiLCJ2YXI0IjoiMTY5NjcxMDgiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xNDY1NTE5MzA2OTEzNzMyIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 17:35:12;facebook;https://www.facebook.com/abppensioenfonds/inbox/2073535719359916/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Emjé (mj), bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
30-01-2019 16:33:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077237598989728/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hcmNoZXJpZSB2YW4gUmFhdmVucyIsInZhcjMiOiIzNDQ1OCIsInZhcjQiOiIxNjkzODMyOSIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzEyMzQ4NTI1OTk5OTkxMTciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
30-01-2019 16:33:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/1618590728187753/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkpvcyB2YW4gZGVyIFN0YXIiLCJ2YXIzIjoiMzQ0NTgiLCJ2YXI0IjoiMTY5MzQyOTgiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xNTMzNTI5NTQzNDI5ODA1IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 16:23:19;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436299086416919/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkhlbmRyaWsgQmxvZW1lcnMiLCJ2YXIzIjoiMzQ0NTgiLCJ2YXI0IjoiMTcwMDAyNDgiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xMDk3ODcxNTgzNjY1MjA2IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 16:01:03;facebook;https://www.facebook.com/abppensioenfonds/inbox/2085602461486575/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan! 😊 Groet, Iris ;;neutraal;;;;;;;0
30-01-2019 15:59:12;facebook;https://www.facebook.com/abppensioenfonds/inbox/2075885382458283/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan! Groet, Iris ;;neutraal;;;;;;;0
30-01-2019 15:43:35;facebook;https://www.facebook.com/abppensioenfonds/inbox/2075963459117142/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkluZ3JpZCBTdGVlbmJlZWsiLCJ2YXIzIjoiMzUxNjIiLCJ2YXI0IjoiMTY5MjczMjkiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yMTcxMzU2NDk5NzcwODczIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 15:31:14;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077018702344951/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkphbiBMZW1tZW5zIiwidmFyMyI6IjM1MTYyIiwidmFyNCI6IjE2OTMzNzYxIiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMjI1NzgxODU4NDQzNTcwMCIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
30-01-2019 15:31:14;facebook;https://www.facebook.com/abppensioenfonds/inbox/2075885382458283/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Marianne, Oeps, dat is wat vaak… drie keer scheepsrecht zullen we maar zeggen! 😉   Daarnaast fijn te lezen dat je ons contact zo ervaart! Aangezien je het ingevulde formulier al hebt verstuurd, kun je inderdaad onze reactie afwachten. Zodra wij je formulier hebben ontvangen, laat ik het je weten. 🙂 Groet, Iris ;;neutraal;;;;;;;0
